name,domain,city,harvest_status,source_url,http_status,page_title,meta_description,diagnostic,next_action
Cohort Go,cohortgo.com,Brisbane,metadata_captured_needs_human_assessment,https://www.flywire.com/,200,The global payments and software experts | Flywire,"Flywire's payment platform, global payment network and industry-specific software help organizations around the world handle complex payment challenges.",,Assess this primary-source metadata before creating a seed fixture.
Beforepay,beforepay.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.beforepay.com.au:443/,200,Beforepay Loans for Real-Life Money Moments,Beforepay is an ethical lender providing short-term loans and financial tools designed to empower Australians to manage their money smoothly. Download now.,,Assess this primary-source metadata before creating a seed fixture.
Cashrewards,cashrewards.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Lumi Business,lumi.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.lumi.com.au/,200,"Lumi | Fast, Flexible Business Loans & Lines Of Credit Up To $1M","Fund business growth with Lumi – Australia’s Small Business Lender of the Year. Access fast, flexible Business Loans and Lines Of Credit up to $1 million, plus Embedded Finance solutions designed for Australian small businesses.",,Assess this primary-source metadata before creating a seed fixture.
Stockspot,stockspot.com.au,Sydney,metadata_captured_needs_human_assessment,https://stockspot.com.au,200,Stockspot - Financial Advisor & Robo-advice Australia,"We build you a smart, personalised portfolio using proven investment strategies. It's the easy, hassle-free way to growth your wealth. No paperwork, no stress.",,Assess this primary-source metadata before creating a seed fixture.
Pearler,pearler.com,Sydney,metadata_captured_needs_human_assessment,https://pearler.com,200,Pearler — Long Term Investing Made Easy,"Kickstart or continue your long term investment journey with Pearler, a simple alternative for those who crave boring investing.",,Assess this primary-source metadata before creating a seed fixture.
Selfwealth,selfwealth.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.selfwealth.com.au/,200,Selfwealth by Syfe  - Take Control of Your Wealth Creation,"Selfwealth, a subsidiary of Syfe, is Australia's flat fee trading platform. $9.50 brokerage, ASX + US shares. Join 130,000+ investors taking control of their wealth.",,Assess this primary-source metadata before creating a seed fixture.
Six Park,sixpark.com.au,Melbourne,reachable_but_metadata_unavailable,https://sixpark.com.au,401,,,HTTP 401,Find an authoritative company source before creating a seed fixture.
iSelect,iselect.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.iselect.com.au/,200,"iSelect | Compare Health Insurance, Car Insurance, Energy & More",iSelect helps Australians compare and save on their insurance & utilities. Start comparing products from our range of providers by contacting us on 13 19 20,,Assess this primary-source metadata before creating a seed fixture.
Choosi,choosi.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.choosi.com.au/,200,"Compare Life, Income, Funeral and Health Insurance | Choosi","Free insurance comparison in Australia. Compare Life, Income Protection, Funeral and Health Insurance from available brands.",,Assess this primary-source metadata before creating a seed fixture.
Elmo Software,elmosoftware.com.au,Sydney,metadata_captured_needs_human_assessment,https://elmosoftware.com.au,200,ELMO Software: The Complete Australian HR Software Platform,"Experience the complete AI workforce platform built for Australia. Streamline HR, payroll, and rostering with data-driven insights. Empower your people.",,Assess this primary-source metadata before creating a seed fixture.
Coassemble,coassemble.com,Newcastle,metadata_captured_needs_human_assessment,https://coassemble.com,200,Coassemble — The API-first training platform,"Author with AI, embed the learning experience anywhere, and prove every completion — all through one API.",,Assess this primary-source metadata before creating a seed fixture.
Honey Insurance,honey.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Huddle Insurance,huddle.com.au,Melbourne,reachable_but_metadata_unavailable,https://huddle.com.au,200,,,,Find an authoritative company source before creating a seed fixture.
Valiant Finance,valiantfinance.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.valiantfinance.com/?utm_source=valiant&utm_campaign=organic&utm_content=valiantfinance.com.au,200,Valiant Finance: Business Loans & Lending Solutions,Get business finance fast with Valiant Finance. Access tailored loan matches from 90+ lenders today.,,Assess this primary-source metadata before creating a seed fixture.
Get Capital,getcapital.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.shift.com.au/,200,"Shift | Business finance, credit and payment solutions","One of Australia’s fastest-growing technology companies, Shift is a provider of credit and payments platforms that help businesses trade, pay and access funds.",,Assess this primary-source metadata before creating a seed fixture.
Tiimely,tiimely.com,Adelaide,metadata_captured_needs_human_assessment,https://tiimely.com,200,Tiimely Lending Platform Technology,"Augment, not replace. Australia’s leading open architecture lending platform creating solutions to solve for data source consolidation, serviceability assessment and decisioning automation, and more.",,Assess this primary-source metadata before creating a seed fixture.
Cirrus Networks,cirrusnetworks.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Calxa,calxa.com,Brisbane,reachable_but_metadata_unavailable,https://calxa.com,403,,,HTTP 403,Find an authoritative company source before creating a seed fixture.
Open Insurance,open.com.au,Sydney,metadata_captured_needs_human_assessment,https://radiatorsoftware.com/,200,"Radiator Software | RADIUS, Diameter & TACACS+ under one roof","Radiator: High-performance RADIUS server software with commercial support. Secure, scalable, and reliable AAA solutions for enterprises and ISPs.",,Assess this primary-source metadata before creating a seed fixture.
Laybuy,laybuy.com,Auckland,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
FERO Finance,fero.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Flybuys Digital,flybuys.com.au,Melbourne,reachable_but_metadata_unavailable,https://experience.flybuys.com.au/,200,,,,Find an authoritative company source before creating a seed fixture.
Everyday Rewards,everydayrewards.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.everyday.com.au/,200,Everyday Rewards Australia,Join Everyday Rewards today and start collecting Rewards Points every time you shop at Woolworths or at one of our partners. Find Special deals and more.,,Assess this primary-source metadata before creating a seed fixture.
Xemplo,xemplo.com,Brisbane,metadata_captured_needs_human_assessment,https://www.xemplo.com/,200,Xemplo | All-in-One Workforce Management Software,"Meet Xemplo, the workforce software designed to simplify onboarding, automate payroll, and safeguard compliance. Protect and scale your business.",,Assess this primary-source metadata before creating a seed fixture.
Tic:toc,tictoc.com.au,Adelaide,metadata_captured_needs_human_assessment,https://tiimelyhome.com.au/,200,Tiimely Home | Australia’s leading online home loan destination,"Tiimely Home helps Australians buy, refinance and invest with digital home loans, competitive rates and expert mortgage brokers when you need support.",,Assess this primary-source metadata before creating a seed fixture.
Uno Home Loans,uno.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.unohomeloans.com.au/,200,UNO - Australia's Online Mortgage Broker,"UNO is Australia's Online Mortgage Broker. We combine Epic Service with technology to streamline the entire process of getting and having a home loan so you save time, hassle and money for the entire time you have a home loan.",,Assess this primary-source metadata before creating a seed fixture.
Sub60 Mortgages,sub60.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Tixel,tixel.com,Brisbane,metadata_captured_needs_human_assessment,https://tixel.com/au/,200,Tixel | Secure fan-to-fan ticket resale to live events,"Buy and sell tickets for music, festivals, sports, theatre, and comedy securely on Tixel with price caps, fraud prevention, and fast sales. Trusted partner of top events and artists in Australia and globally.",,Assess this primary-source metadata before creating a seed fixture.
Moshtix,moshtix.com.au,Melbourne,metadata_captured_needs_human_assessment,https://moshtix.com.au/v2/,200,Moshtix | Live Entertainment Tickets,"Moshtix is your one-stop shop for Tickets to the best Music Festivals, Live Music, Racing, Expos, Food and Wine, Family, Comedy, Arts and Theatre Events across Australia and New Zealand.",,Assess this primary-source metadata before creating a seed fixture.
Ticketbooth,ticketbooth.com.au,Brisbane,metadata_captured_needs_human_assessment,https://leapevents.com/,200,Find the Best Local Events Near You | Leap Event Technology Find the Best Local Events Near You | Leap Event Technology,Discover the best local events happening near you! Explore the unforgettable experiences tailored to your interests from Leap's upcoming events.,,Assess this primary-source metadata before creating a seed fixture.
Rezgo AU,rezgo.com,Sydney,metadata_captured_needs_human_assessment,https://www.rezgo.com/,200,Tour Operator Booking Software | Rezgo,Rezgo is the tour booking platform that scales with your business. All the tools you need to sell more tours and activities is available in one place.,,Assess this primary-source metadata before creating a seed fixture.
YOUniverse,youniversetech.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
MePAY,mepay.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.propertyme.com.au/tenant/features/mepay,200,MePay - PropertyMe Tenant,Take control of your rental finances with MePay. Secure. Transparent. Free.,,Assess this primary-source metadata before creating a seed fixture.
Openfort AU,openfort.xyz,Melbourne,metadata_captured_needs_human_assessment,https://www.openfort.io/,200,"Openfort - Give every user a dollar account. In days, not months GitHub Merit Circle Gfal logo","Open-source wallet infrastructure for stablecoin products: dollar accounts, spending policies, funding, and agent wallets. A Privy alternative you can self-host.",,Assess this primary-source metadata before creating a seed fixture.
Zulu Republic AU,zulurepublic.io,Sydney,metadata_captured_needs_human_assessment,https://www.ecomoto.io/,200,"Kèo Nhà Cái Ecomoto🎖️ Soi Keonhacai, Trực Tiếp Bóng Đá 24h","Tỷ lệ Kèo Nhà Cái 5 trực tiếp mới nhất. Kèo bóng đá hôm nay và mai cập nhật 24/7. Xem nhanh tỷ lệ cá cược Keonhacai 55 TV, Kèo Nhà Cái 88 trực tuyến đêm nay!!!",,Assess this primary-source metadata before creating a seed fixture.
Finantix AU,finantix.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Quantaco,quantaco.co,Sydney,metadata_captured_needs_human_assessment,https://www.quantaco.co/,200,Quantaco - Quantaco,"Our suite of software & services boosts efficiency, reduces costs, and drives growth — across one venue or hundreds.",,Assess this primary-source metadata before creating a seed fixture.
Hospitality Hero,hospitalityhero.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Coda Payments AU,coda.io,Sydney,metadata_captured_needs_human_assessment,https://coda.io,200,Coda: Your all-in-one collaborative workspace. Mobile menu,"Coda is an all-in-one platform that blends the flexibility of docs, structure of spreadsheets, power of applications, and intelligence of AI.",,Assess this primary-source metadata before creating a seed fixture.
Axlr8r,axlr8r.com,Melbourne,metadata_captured_needs_human_assessment,https://axlr8r.com,200,หวย ฟ้าบันดาลทรัพย์ เว็บหวยอันดับต้น ๆ รวมหวยครบทุกประเภท,หวย ฟ้าบันดาลทรัพย์ นี่คือหนึ่งในเว็บไซต์ลอตเตอรี่ออนไลน์ชั้นนำที่พร้อมให้บริการการเดิมพันทุกรูปแบบอย่างครบถ้วน มาพร้อมอัตราการจ่ายที่คุ้มค่า,,Assess this primary-source metadata before creating a seed fixture.
GigHQ,gighq.com.au,Brisbane,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Skilio,skilio.com.au,Melbourne,metadata_captured_needs_human_assessment,https://skilio.com.au,200,Skilio — AI Platform for Australian Teams,"Three AI-powered tools for Australian businesses — Skilio Hire, Skilio Jobs, and Skilio Track. Build, find, and manage great teams.",,Assess this primary-source metadata before creating a seed fixture.
LegalEagle AU,legaleagle.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Docuware AU,docuware.com,Sydney,metadata_captured_needs_human_assessment,https://start.docuware.com/,200,Document Management Software & Workflow Solutions | DocuWare,DocuWare is a leading provider of document management software & solutions. Improve your document processing today with workflow automation software.,,Assess this primary-source metadata before creating a seed fixture.
Trackability,trackability.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Muru-D,muru-d.com,Sydney,metadata_captured_needs_human_assessment,https://www.telstra.com.au/business-enterprise/muru-d,200,muru-D - Telstra Enterprise,"muru-D is Telstra's hub for incubating ideas and technologies. Explore new tech, prototype solutions, and support founders driving social technological impact. Learn more to help your startup grow.",,Assess this primary-source metadata before creating a seed fixture.
Startmate,startmate.com,Sydney,metadata_captured_needs_human_assessment,https://www.startmate.com/,200,Startmate,"We accelerate the most ambitious founders, operators and investors through our programs, propelled by a highly-trusted mentor-driven community, and backed by the best angels, venture funds and tech startups in the region.",,Assess this primary-source metadata before creating a seed fixture.
BlueRock,bluerock.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.bluerock.com.au/,200,Entrepreneurial Professional Services Firm,"We're for entrepreneurs, by entrepreneurs. Our community of experts work with you across every aspect of your business adventure. Book a consultation today.",,Assess this primary-source metadata before creating a seed fixture.
Campfire Labs,campfirelabs.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Campaign Monitor,campaignmonitor.com,Sydney,metadata_captured_needs_human_assessment,https://www.campaignmonitor.com/,200,Campaign Monitor: Email Marketing Platform & Services Nike - Campaign Monitor Email Marketing Customer Girls Who Code - Campaign Monitor Email Marketing Customer iHeartMedia - Campaign Monitor Email Marketing Customer,"Create, send, and optimize email campaigns with Campaign Monitor. Build audiences, automate journeys, and improve results with our best-in-class software.",,Assess this primary-source metadata before creating a seed fixture.
Fluent Commerce,fluentcommerce.com,Sydney,metadata_captured_needs_human_assessment,https://fluentcommerce.com,200,AI-Native Order Management System | Fluent Commerce,"The AI-native order management system that fulfills anything at scale. Real-time inventory, agentic orchestration, go-live in weeks not years.",,Assess this primary-source metadata before creating a seed fixture.
Spectur,spectur.com.au,Perth,metadata_captured_needs_human_assessment,https://spectur.com.au,200,Spectur   | Security Cameras | Remote Monitoring | Site Surveillance | Solar Systems,,,Assess this primary-source metadata before creating a seed fixture.
Auror,auror.com,Auckland,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Techboard,techboard.com.au,Perth,metadata_captured_needs_human_assessment,https://techboard.com.au,200,Home - Techboard,Australia's Startup Discovery & Intelligence Platform,,Assess this primary-source metadata before creating a seed fixture.
LocalAgentFinder,localagentfinder.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.localagentfinder.com.au/,200,Compare Real Estate Agent Fees and Commissions,"Compare 10,900+ top-rated real estate agents by sales performance, fees & reviews. Free for homeowners. Trusted by 1.4M Australians yearly.",,Assess this primary-source metadata before creating a seed fixture.
HashChing,hashching.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
DXC Technology AU,dxc.com,Melbourne,metadata_captured_needs_human_assessment,https://dxc.com,200,DXC Technology | Impossible Delivered | Enterprise Technology & Innovation Solutions,"DXC is a leading enterprise technology and innovation partner delivering software, services, and solutions for global enterprises and public sector organizations.",,Assess this primary-source metadata before creating a seed fixture.
Unison,unison.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.unison.au/,200,Unison - IT Services That Work For Your Business,"Unison delivers customised IT services across Australia. Managed IT, support, cloud backup, and consulting for businesses of all sizes.",,Assess this primary-source metadata before creating a seed fixture.
Atmail,atmail.com,Noosa,metadata_captured_needs_human_assessment,https://www.atmail.com/,200,Cloud email hosting - cloud webmail - cloud email - Atmail - 25 years exp,"Save on infrastructure and maintenance costs. Choose your data centre (US, EU, APAC). AWS native cloud email hosting.",,Assess this primary-source metadata before creating a seed fixture.
Cipherpoint,cipherpoint.com,Sydney,metadata_captured_needs_human_assessment,https://excitecyber.com/,200,Excite Cyber,,,Assess this primary-source metadata before creating a seed fixture.
LearnUpon AU,learnupon.com,Dublin,metadata_captured_needs_human_assessment,https://www.learnupon.com/,200,LearnUpon Agentic Learning Platform Main logo,"Move beyond the limits of the LMS into the Agentic Learning Platform era, where intelligent agents elevate human capability.",,Assess this primary-source metadata before creating a seed fixture.
Open Energy AU,openenergy.com.au,Adelaide,metadata_captured_needs_human_assessment,https://www.openenergy.com.au/,200,Behind the Meter Controls  - Net Zero | Open Energy,Pre-wire Demand Management Split Air-conditioning Control Vehicle to Home (V2H) Vehicle to Grid (V2G) Virtual Power Plant (VPP),,Assess this primary-source metadata before creating a seed fixture.
